Datum;Zeit;Kohlendioxid (CO2)[mg/m³];Temperatur[°C];Luftdruck[hPa]
25.02.2020;18:00;733;7,5;1000
25.02.2020;19:00;742;6,5;999
25.02.2020;20:00;727;6,8;999
25.02.2020;21:00;726;4,4;998
25.02.2020;22:00;730;3,8;998
25.02.2020;23:00;734;3,4;998
25.02.2020;24:00;730;3,4;997
26.02.2020;01:00;731;2,7;996
26.02.2020;02:00;728;3,4;996
26.02.2020;03:00;728;3,8;995
26.02.2020;04:00;726;2,2;996
26.02.2020;05:00;728;1,7;995
26.02.2020;06:00;730;2,7;995
26.02.2020;07:00;726;3,2;995
26.02.2020;08:00;726;3,3;995
26.02.2020;09:00;729;2,8;996
26.02.2020;10:00;726;2,4;996
26.02.2020;11:00;723;2,5;997
26.02.2020;12:00;728;2,6;998
26.02.2020;13:00;726;3,0;999
26.02.2020;14:00;727;3,2;1000
26.02.2020;15:00;732;3,7;1000
26.02.2020;16:00;730;3,8;1002
26.02.2020;17:00;732;3,8;1003
26.02.2020;18:00;735;3,6;1004
26.02.2020;19:00;738;3,0;1004
26.02.2020;20:00;740;2,8;1006
26.02.2020;21:00;736;3,2;1006
26.02.2020;22:00;741;3,4;1006
26.02.2020;23:00;739;3,2;1007
26.02.2020;24:00;745;3,0;1007
27.02.2020;01:00;740;2,7;1008
27.02.2020;02:00;746;2,8;1008
27.02.2020;03:00;744;2,7;1008
27.02.2020;04:00;741;2,4;1008
27.02.2020;05:00;741;2,4;1007
27.02.2020;06:00;745;2,2;1007
27.02.2020;07:00;748;2,2;1007
27.02.2020;08:00;745;2,4;1006
27.02.2020;09:00;744;2,8;1006
27.02.2020;10:00;739;3,5;1005
27.02.2020;11:00;735;4,2;1004
27.02.2020;12:00;738;4,2;1002
27.02.2020;13:00;734;3,8;1000
27.02.2020;14:00;732;3,2;998
27.02.2020;15:00;734;2,2;996
27.02.2020;16:00;724;1,2;995
27.02.2020;17:00;729;0,2;994
27.02.2020;18:00;731;0,2;994
27.02.2020;19:00;736;0,4;994
27.02.2020;20:00;741;0,4;998
27.02.2020;21:00;736;0,8;1000
27.02.2020;22:00;743;1,0;1002
27.02.2020;23:00;749;1,2;1005
27.02.2020;24:00;750;1,4;1006
28.02.2020;01:00;759;1,6;1008
28.02.2020;02:00;749;1,7;1010
28.02.2020;03:00;747;1,8;1012
28.02.2020;04:00;745;1,9;1014
28.02.2020;05:00;742;2,0;1014
28.02.2020;06:00;758;1,8;1016
28.02.2020;07:00;757;1,7;1016
28.02.2020;08:00;755;1,8;1017
28.02.2020;09:00;755;2,0;1018
28.02.2020;10:00;753;2,4;1019
28.02.2020;11:00;744;3,2;1019
28.02.2020;12:00;741;4,4;1019
28.02.2020;13:00;740;5,0;1019
28.02.2020;14:00;741;5,6;1018
28.02.2020;15:00;738;5,7;1018
28.02.2020;16:00;743;5,4;1018
28.02.2020;17:00;747;5,2;1017
28.02.2020;18:00;748;4,8;1016
28.02.2020;19:00;746;4,8;1014
28.02.2020;20:00;748;4,8;1014
28.02.2020;21:00;749;4,6;1013
28.02.2020;22:00;750;4,0;1012
28.02.2020;23:00;745;3,1;1010
28.02.2020;24:00;737;3,2;1010
29.02.2020;01:00;738;3,3;1008
29.02.2020;02:00;745;3,4;1007
29.02.2020;03:00;745;3,7;1006
29.02.2020;04:00;744;4,0;1005
29.02.2020;05:00;747;4,2;1004
29.02.2020;06:00;747;4,7;1003
29.02.2020;07:00;749;4,8;1002
29.02.2020;08:00;752;4,7;1002
29.02.2020;09:00;756;5,6;1000
29.02.2020;10:00;744;7,4;1000
29.02.2020;11:00;731;9,8;998
29.02.2020;12:00;733;10,3;998
29.02.2020;13:00;727;11,0;996
29.02.2020;14:00;722;11,9;995
29.02.2020;15:00;727;12,6;994
29.02.2020;16:00;724;12,2;992
29.02.2020;17:00;716;11,0;993
29.02.2020;18:00;715;10,4;993
29.02.2020;19:00;720;9,3;994
29.02.2020;20:00;723;8,4;996
29.02.2020;21:00;726;7,4;998
29.02.2020;22:00;733;6,2;999
29.02.2020;23:00;729;5,5;999
29.02.2020;24:00;729;5,1;999
01.03.2020;01:00;726;6,4;999
01.03.2020;02:00;730;6,4;999
01.03.2020;03:00;730;6,1;999
01.03.2020;04:00;727;5,8;999
01.03.2020;05:00;727;6,4;999
01.03.2020;06:00;729;6,4;999
01.03.2020;07:00;729;6,5;999
01.03.2020;08:00;732;6,5;998
01.03.2020;09:00;731;6,7;998
01.03.2020;10:00;725;6,5;998
01.03.2020;11:00;727;5,1;998
01.03.2020;12:00;719;7,6;998
01.03.2020;13:00;716;9,3;998
01.03.2020;14:00;717;10,0;998
01.03.2020;15:00;718;9,6;998
01.03.2020;16:00;718;9,6;997
01.03.2020;17:00;718;10,0;996
01.03.2020;18:00;722;9,4;995
01.03.2020;19:00;728;8,6;994
01.03.2020;20:00;745;7,4;994
01.03.2020;21:00;741;7,2;994
01.03.2020;22:00;731;6,8;993
01.03.2020;23:00;729;6,6;993
01.03.2020;24:00;733;6,8;992
02.03.2020;01:00;723;7,2;992
02.03.2020;02:00;726;4,6;994
02.03.2020;03:00;730;3,4;996
02.03.2020;04:00;726;3,6;996
02.03.2020;05:00;725;3,7;997
02.03.2020;06:00;734;3,0;996
02.03.2020;07:00;738;2,0;996
02.03.2020;08:00;739;2,3;996
02.03.2020;09:00;732;2,8;996
02.03.2020;10:00;731;4,2;996
02.03.2020;11:00;727;6,0;994
02.03.2020;12:00;717;7,6;993
02.03.2020;13:00;715;8,6;992
02.03.2020;14:00;713;9,5;991
02.03.2020;15:00;714;9,4;991
02.03.2020;16:00;715;9,6;991
02.03.2020;17:00;715;9,4;990
02.03.2020;18:00;720;8,0;991
02.03.2020;19:00;742;7,3;992
02.03.2020;20:00;768;6,6;992
02.03.2020;21:00;744;6,5;992
02.03.2020;22:00;740;6,0;993
02.03.2020;23:00;739;5,6;993
02.03.2020;24:00;735;5,4;994
03.03.2020;01:00;734;5,2;994
03.03.2020;02:00;745;5,0;995
03.03.2020;03:00;739;5,1;996
03.03.2020;04:00;737;5,2;997
03.03.2020;05:00;732;5,0;998
03.03.2020;06:00;737;4,2;1000
03.03.2020;07:00;738;3,4;1001
03.03.2020;08:00;755;2,8;1002
03.03.2020;09:00;748;3,6;1002
03.03.2020;10:00;740;4,5;1003
03.03.2020;11:00;734;4,8;1003
03.03.2020;12:00;730;5,7;1004
03.03.2020;13:00;727;6,0;1004
03.03.2020;14:00;724;6,2;1004
03.03.2020;15:00;724;7,3;1004
03.03.2020;16:00;726;7,7;1004
03.03.2020;17:00;727;7,6;1004
03.03.2020;18:00;730;6,6;1006
03.03.2020;19:00;743;5,4;1006
03.03.2020;20:00;752;4,2;1008
03.03.2020;21:00;768;2,0;1008
03.03.2020;22:00;781;0,5;1009
03.03.2020;23:00;786;-0,2;1009
03.03.2020;24:00;800;-0,8;1010
04.03.2020;01:00;809;-1,0;1010
04.03.2020;02:00;816;-1,0;1011
04.03.2020;03:00;810;-0,7;1011
04.03.2020;04:00;824;-1,1;1011
04.03.2020;05:00;816;-0,5;1011
04.03.2020;06:00;818;0,0;1012
04.03.2020;07:00;798;0,9;1012
04.03.2020;08:00;796;1,4;1012
04.03.2020;09:00;783;2,0;1012
04.03.2020;10:00;776;2,9;1012
04.03.2020;11:00;748;4,6;1012
04.03.2020;12:00;742;6,2;1012
04.03.2020;13:00;732;7,3;1012
04.03.2020;14:00;730;8,8;1012
04.03.2020;15:00;729;8,2;1012
04.03.2020;16:00;733;7,0;1012
04.03.2020;17:00;732;5,7;1012
04.03.2020;18:00;738;6,1;1011
04.03.2020;19:00;743;5,1;1012
04.03.2020;20:00;750;4,0;1012
04.03.2020;21:00;779;2,0;1011
04.03.2020;22:00;801;1,5;1011
04.03.2020;23:00;814;1,1;1011
04.03.2020;24:00;820;0,6;1010
05.03.2020;01:00;811;0,5;1010
05.03.2020;02:00;791;2,1;1009
05.03.2020;03:00;770;3,2;1008
05.03.2020;04:00;773;2,7;1007
05.03.2020;05:00;769;2,7;1006
05.03.2020;06:00;758;3,3;1005
05.03.2020;07:00;767;3,0;1004
05.03.2020;08:00;770;3,0;1004
05.03.2020;09:00;749;3,8;1003
05.03.2020;10:00;740;4,7;1002
05.03.2020;11:00;739;5,2;1001
05.03.2020;12:00;738;5,6;1000
05.03.2020;13:00;734;5,5;998
05.03.2020;14:00;730;5,7;998
05.03.2020;15:00;735;6,2;996
05.03.2020;16:00;734;5,8;994
05.03.2020;17:00;729;5,6;994
05.03.2020;18:00;730;5,6;992
05.03.2020;19:00;734;5,4;991
05.03.2020;20:00;729;5,2;990
05.03.2020;21:00;729;5,0;990
05.03.2020;22:00;733;5,0;989
05.03.2020;23:00;740;5,5;989
05.03.2020;24:00;742;6,0;988
06.03.2020;01:00;746;6,8;988
06.03.2020;02:00;739;7,2;987
06.03.2020;03:00;733;7,2;987
06.03.2020;04:00;729;6,8;987
06.03.2020;05:00;730;6,0;987
06.03.2020;06:00;732;5,6;988
06.03.2020;07:00;740;5,4;988
06.03.2020;08:00;737;5,3;988
06.03.2020;09:00;736;5,6;989
06.03.2020;10:00;746;5,8;990
06.03.2020;11:00;752;5,4;992
06.03.2020;12:00;746;5,4;994
06.03.2020;13:00;747;5,0;994
06.03.2020;14:00;740;4,6;996
06.03.2020;15:00;747;4,7;997
06.03.2020;16:00;740;4,8;998
06.03.2020;17:00;745;4,7;1000
06.03.2020;18:00;742;5,4;1000
06.03.2020;19:00;738;5,4;1002
06.03.2020;20:00;741;5,2;1004
06.03.2020;21:00;740;5,2;1004
06.03.2020;22:00;741;5,1;1006
06.03.2020;23:00;744;5,0;1006
06.03.2020;24:00;740;4,5;1008
07.03.2020;01:00;741;4,6;1008
07.03.2020;02:00;740;4,8;1010
07.03.2020;03:00;752;4,8;1010
07.03.2020;04:00;749;4,5;1011
07.03.2020;05:00;748;4,4;1012
07.03.2020;06:00;750;4,3;1013
07.03.2020;07:00;751;4,2;1014
07.03.2020;08:00;750;4,2;1016
07.03.2020;09:00;754;4,3;1016
07.03.2020;10:00;748;4,8;1018
07.03.2020;11:00;742;5,2;1018
07.03.2020;12:00;737;6,6;1019
07.03.2020;13:00;738;6,4;1019
07.03.2020;14:00;741;6,9;1019
07.03.2020;15:00;742;7,2;1019
07.03.2020;16:00;742;7,8;1020
07.03.2020;17:00;738;7,8;1020
07.03.2020;18:00;741;7,3;1020
07.03.2020;19:00;753;6,4;1021
07.03.2020;20:00;782;4,0;1021
07.03.2020;21:00;801;1,8;1022
07.03.2020;22:00;808;0,8;1022
07.03.2020;23:00;831;0,6;1022
07.03.2020;24:00;830;1,5;1022
08.03.2020;01:00;803;3,6;1021
08.03.2020;02:00;772;4,6;1021
08.03.2020;03:00;780;4,4;1020
08.03.2020;04:00;781;4,3;1020
08.03.2020;05:00;773;4,4;1019
08.03.2020;06:00;766;4,4;1019
08.03.2020;07:00;766;4,4;1019
08.03.2020;08:00;767;4,4;1019
08.03.2020;09:00;766;4,8;1019
08.03.2020;10:00;762;5,7;1018
08.03.2020;11:00;762;7,0;1018
08.03.2020;12:00;751;8,0;1017
08.03.2020;13:00;744;9,0;1016
08.03.2020;14:00;738;10,0;1016
08.03.2020;15:00;736;10,2;1014
08.03.2020;16:00;736;10,1;1014
08.03.2020;17:00;735;9,8;1014
08.03.2020;18:00;739;10,0;1013
08.03.2020;19:00;740;9,2;1013
08.03.2020;20:00;739;8,6;1013
08.03.2020;21:00;740;8,7;1012
08.03.2020;22:00;739;8,7;1012
08.03.2020;23:00;737;8,4;1011
08.03.2020;24:00;741;8,0;1011
09.03.2020;01:00;744;8,0;1010
09.03.2020;02:00;739;7,9;1010
09.03.2020;03:00;738;6,8;1010
09.03.2020;04:00;747;6,3;1010
09.03.2020;05:00;739;6,4;1011
09.03.2020;06:00;747;6,4;1011
09.03.2020;07:00;756;6,2;1012
09.03.2020;08:00;755;6,1;1012
09.03.2020;09:00;741;7,2;1012
09.03.2020;10:00;737;7,4;1013
09.03.2020;11:00;735;8,3;1014
09.03.2020;12:00;733;8,7;1014
09.03.2020;13:00;732;9,2;1014
09.03.2020;14:00;733;7,5;1015
09.03.2020;15:00;731;9,2;1014
09.03.2020;16:00;733;9,6;1015
09.03.2020;17:00;734;8,9;1016
09.03.2020;18:00;736;8,5;1016
09.03.2020;19:00;756;6,7;1016
09.03.2020;20:00;774;4,8;1017
09.03.2020;21:00;788;4,2;1017
09.03.2020;22:00;777;5,4;1017
09.03.2020;23:00;748;5,7;1017
09.03.2020;24:00;748;5,4;1017
10.03.2020;01:00;751;5,4;1016
10.03.2020;02:00;748;5,6;1015
10.03.2020;03:00;755;5,0;1014
10.03.2020;04:00;755;4,8;1013
10.03.2020;05:00;746;5,7;1012
10.03.2020;06:00;753;4,6;1011
10.03.2020;07:00;745;4,8;1010
10.03.2020;08:00;740;4,6;1010
10.03.2020;09:00;744;4,7;1010
10.03.2020;10:00;743;5,2;1010
10.03.2020;11:00;737;5,8;1010
10.03.2020;12:00;740;7,0;1010
10.03.2020;13:00;732;8,4;1009
10.03.2020;14:00;731;9,3;1009
10.03.2020;15:00;734;9,8;1008
10.03.2020;16:00;735;10,4;1008
10.03.2020;17:00;735;10,8;1008
10.03.2020;18:00;734;11,3;1008
10.03.2020;19:00;735;11,6;1008
10.03.2020;20:00;734;11,8;1008
10.03.2020;21:00;734;12,2;1008
10.03.2020;22:00;733;12,2;1009
10.03.2020;23:00;732;12,4;1009
10.03.2020;24:00;732;12,2;1009
11.03.2020;01:00;731;12,6;1009
11.03.2020;02:00;730;12,4;1010
11.03.2020;03:00;730;12,0;1010
11.03.2020;04:00;729;12,3;1010
11.03.2020;05:00;729;12,2;1010
11.03.2020;06:00;731;12,4;1010
11.03.2020;07:00;733;12,0;1011
11.03.2020;08:00;733;12,3;1011
11.03.2020;09:00;732;12,7;1012
11.03.2020;10:00;729;12,8;1012
11.03.2020;11:00;727;13,3;1013
11.03.2020;12:00;727;13,8;1014
11.03.2020;13:00;728;14,6;1014
11.03.2020;14:00;727;15,0;1014
11.03.2020;15:00;727;15,0;1014
11.03.2020;16:00;728;14,4;1014
11.03.2020;17:00;729;14,8;1014
11.03.2020;18:00;732;13,8;1014
11.03.2020;19:00;734;13,3;1015
11.03.2020;20:00;734;13,0;1015
11.03.2020;21:00;736;12,8;1014
11.03.2020;22:00;734;13,0;1014
11.03.2020;23:00;733;13,0;1013
11.03.2020;24:00;733;13,2;1013
12.03.2020;01:00;731;13,6;1012
12.03.2020;02:00;731;13,2;1012
12.03.2020;03:00;730;13,1;1012
12.03.2020;04:00;729;13,0;1011
12.03.2020;05:00;729;13,0;1010
12.03.2020;06:00;728;12,6;1010
12.03.2020;07:00;730;12,0;1010
12.03.2020;08:00;731;11,2;1010
12.03.2020;09:00;730;12,0;1010
12.03.2020;10:00;727;11,2;1011
12.03.2020;11:00;731;11,8;1012
12.03.2020;12:00;730;9,9;1013
12.03.2020;13:00;727;10,8;1013
12.03.2020;14:00;728;11,2;1013
12.03.2020;15:00;729;11,0;1013
12.03.2020;16:00;729;11,4;1013
12.03.2020;17:00;731;11,0;1012
12.03.2020;18:00;732;10,4;1012
12.03.2020;19:00;740;9,4;1013
12.03.2020;20:00;743;8,4;1013
12.03.2020;21:00;743;7,6;1014
12.03.2020;22:00;746;7,0;1014
12.03.2020;23:00;739;7,1;1014
12.03.2020;24:00;739;6,6;1014
13.03.2020;01:00;740;5,8;1014
13.03.2020;02:00;744;5,4;1015
13.03.2020;03:00;744;5,1;1015
13.03.2020;04:00;740;4,6;1015
13.03.2020;05:00;742;4,6;1016
13.03.2020;06:00;745;4,8;1016
13.03.2020;07:00;744;5,2;1016
13.03.2020;08:00;740;5,4;1016
13.03.2020;09:00;744;5,8;1017
13.03.2020;10:00;741;5,8;1018
13.03.2020;11:00;734;6,4;1018
13.03.2020;12:00;734;8,1;1018
13.03.2020;13:00;733;9,0;1018
13.03.2020;14:00;735;8,8;1019
13.03.2020;15:00;734;9,4;1019
13.03.2020;16:00;736;9,4;1019
13.03.2020;17:00;738;9,0;1020
13.03.2020;18:00;746;8,1;1020
13.03.2020;19:00;750;7,5;1020
13.03.2020;20:00;758;6,8;1021
13.03.2020;21:00;755;5,1;1021
13.03.2020;22:00;780;4,0;1022
13.03.2020;23:00;797;3,6;1022
13.03.2020;24:00;816;2,6;1022
14.03.2020;01:00;802;1,6;1022
14.03.2020;02:00;832;0,6;1022
14.03.2020;03:00;854;0,0;1022
14.03.2020;04:00;829;-0,2;1022
14.03.2020;05:00;866;-0,6;1022
14.03.2020;06:00;860;-0,2;1022
14.03.2020;07:00;839;0,5;1022
14.03.2020;08:00;829;1,2;1023
14.03.2020;09:00;820;1,8;1023
14.03.2020;10:00;794;3,0;1023
14.03.2020;11:00;782;3,6;1024
14.03.2020;12:00;769;6,1;1023
14.03.2020;13:00;743;8,5;1023
14.03.2020;14:00;739;8,4;1023
14.03.2020;15:00;738;7,8;1022
14.03.2020;16:00;739;9,6;1022
14.03.2020;17:00;740;9,3;1022
14.03.2020;18:00;748;8,7;1022
14.03.2020;19:00;752;8,0;1022
14.03.2020;20:00;761;6,8;1022
14.03.2020;21:00;766;5,7;1023
14.03.2020;22:00;772;5,2;1023
14.03.2020;23:00;775;4,7;1022
14.03.2020;24:00;767;4,4;1022
15.03.2020;01:00;771;4,2;1022
15.03.2020;02:00;763;4,2;1022
15.03.2020;03:00;764;4,4;1022
15.03.2020;04:00;765;4,2;1021
15.03.2020;05:00;765;4,4;1021
15.03.2020;06:00;765;4,2;1020
15.03.2020;07:00;764;3,8;1020
15.03.2020;08:00;766;4,2;1020
15.03.2020;09:00;765;5,5;1020
15.03.2020;10:00;757;6,6;1020
15.03.2020;11:00;751;8,2;1020
15.03.2020;12:00;748;9,6;1019
15.03.2020;13:00;748;11,2;1018
15.03.2020;14:00;743;12,2;1018
15.03.2020;15:00;740;13,0;1016
15.03.2020;16:00;737;13,7;1016
15.03.2020;17:00;732;13,7;1016
15.03.2020;18:00;733;13,0;1015
15.03.2020;19:00;742;10,9;1015
15.03.2020;20:00;753;9,0;1015
15.03.2020;21:00;790;6,6;1015
15.03.2020;22:00;825;4,8;1015
15.03.2020;23:00;864;3,6;1016
15.03.2020;24:00;827;3,9;1015
16.03.2020;01:00;892;2,4;1016
16.03.2020;02:00;884;1,6;1016
16.03.2020;03:00;860;0,6;1016
16.03.2020;04:00;882;0,3;1016
