Datum;Zeit;Kohlendioxid (CO2)[mg/m³];Temperatur[°C];Luftdruck[hPa]
01.12.2019;01:00;867;-3,5;1023
01.12.2019;02:00;885;-3,6;1023
01.12.2019;03:00;890;-3,2;1022
01.12.2019;04:00;883;-3,4;1022
01.12.2019;05:00;891;-3,6;1022
01.12.2019;06:00;903;-3,5;1022
01.12.2019;07:00;902;-3,8;1021
01.12.2019;08:00;898;-3,6;1020
01.12.2019;09:00;851;-2,8;1020
01.12.2019;10:00;879;-2,2;1021
01.12.2019;11:00;772;-0,6;1021
01.12.2019;12:00;753;-;1020
01.12.2019;13:00;748;1,4;1020
01.12.2019;14:00;740;2,4;1020
01.12.2019;15:00;747;2,4;1019
01.12.2019;16:00;746;2,2;1019
01.12.2019;17:00;753;1,8;1019
01.12.2019;18:00;757;1,6;1019
01.12.2019;19:00;755;1,6;1019
01.12.2019;20:00;758;1,6;1020
01.12.2019;21:00;760;1,4;1020
01.12.2019;22:00;766;1,2;1020
01.12.2019;23:00;768;1,1;1020
01.12.2019;24:00;764;1,0;1021
02.12.2019;01:00;758;0,8;1021
02.12.2019;02:00;758;0,4;1022
02.12.2019;03:00;775;-0,3;1022
02.12.2019;04:00;794;-2,0;1022
02.12.2019;05:00;796;-2,3;1023
02.12.2019;06:00;825;-2,8;1023
02.12.2019;07:00;843;-3,4;1024
02.12.2019;08:00;866;-2,9;1024
02.12.2019;09:00;881;-2,7;1025
02.12.2019;10:00;840;-1,0;1026
02.12.2019;11:00;784;1,4;1026
02.12.2019;12:00;764;2,2;1026
02.12.2019;13:00;769;3,4;1026
02.12.2019;14:00;776;3,6;1026
02.12.2019;15:00;773;3,4;1026
02.12.2019;16:00;773;3,0;1026
02.12.2019;17:00;785;2,8;1026
02.12.2019;18:00;787;2,3;1027
02.12.2019;19:00;809;1,0;1027
02.12.2019;20:00;823;0,8;1028
02.12.2019;21:00;809;2,0;1028
02.12.2019;22:00;802;1,8;1028
02.12.2019;23:00;818;1,3;1029
02.12.2019;24:00;812;1,4;1029
03.12.2019;01:00;815;1,3;1029
03.12.2019;02:00;830;1,0;1029
03.12.2019;03:00;833;1,1;1029
03.12.2019;04:00;812;1,7;1029
03.12.2019;05:00;832;1,7;1029
03.12.2019;06:00;827;1,8;1029
03.12.2019;07:00;846;1,7;1029
03.12.2019;08:00;856;2,0;1029
03.12.2019;09:00;866;2,1;1029
03.12.2019;10:00;860;2,4;1030
03.12.2019;11:00;846;3,0;1030
03.12.2019;12:00;840;3,4;1030
03.12.2019;13:00;826;4,4;1029
03.12.2019;14:00;824;4,6;1029
03.12.2019;15:00;830;4,6;1028
03.12.2019;16:00;824;4,4;1028
03.12.2019;17:00;822;4,0;1028
03.12.2019;18:00;816;4,0;1028
03.12.2019;19:00;817;4,0;1028
03.12.2019;20:00;810;4,0;1028
03.12.2019;21:00;824;3,2;1028
03.12.2019;22:00;813;3,0;1028
03.12.2019;23:00;807;2,4;1028
03.12.2019;24:00;802;1,8;1028
04.12.2019;01:00;805;1,2;1027
04.12.2019;02:00;801;0,8;1027
04.12.2019;03:00;796;0,5;1026
04.12.2019;04:00;804;0,3;1026
04.12.2019;05:00;800;-0,0;1025
04.12.2019;06:00;807;-0,7;1025
04.12.2019;07:00;814;-0,8;1025
04.12.2019;08:00;825;-1,2;1026
04.12.2019;09:00;821;-1,3;1026
04.12.2019;10:00;823;-1,2;1026
04.12.2019;11:00;826;-0,4;1025
04.12.2019;12:00;808;0,5;1025
04.12.2019;13:00;800;1,7;1024
04.12.2019;14:00;794;3,2;1023
04.12.2019;15:00;782;5,4;1022
04.12.2019;16:00;773;4,6;1022
04.12.2019;17:00;791;2,0;1022
04.12.2019;18:00;820;-0,1;1022
04.12.2019;19:00;839;-1,0;1022
04.12.2019;20:00;856;-1,6;1022
04.12.2019;21:00;875;-2,0;1022
04.12.2019;22:00;872;-2,4;1022
04.12.2019;23:00;892;-2,8;1022
04.12.2019;24:00;903;-3,2;1022
05.12.2019;01:00;913;-2,7;1022
05.12.2019;02:00;869;-2,4;1022
05.12.2019;03:00;848;-2,5;1022
05.12.2019;04:00;841;-2,8;1022
05.12.2019;05:00;846;-3,3;1022
05.12.2019;06:00;838;-3,5;1022
05.12.2019;07:00;838;-3,8;1022
05.12.2019;08:00;848;-3,8;1022
05.12.2019;09:00;852;-4,2;1022
05.12.2019;10:00;863;-3,6;1023
05.12.2019;11:00;848;-2,4;1024
05.12.2019;12:00;849;-2,2;1024
05.12.2019;13:00;869;-1,9;1023
05.12.2019;14:00;863;-1,7;1023
05.12.2019;15:00;873;-1,8;1022
05.12.2019;16:00;862;-1,8;1022
05.12.2019;17:00;862;-1,8;1022
05.12.2019;18:00;852;-2,0;1022
05.12.2019;19:00;855;-2,1;1022
05.12.2019;20:00;839;-2,0;1022
05.12.2019;21:00;836;-1,8;1022
05.12.2019;22:00;835;-1,8;1022
05.12.2019;23:00;833;-2,0;1021
05.12.2019;24:00;833;-2,0;1021
06.12.2019;01:00;816;-2,2;1020
06.12.2019;02:00;821;-2,2;1020
06.12.2019;03:00;819;-2,4;1020
06.12.2019;04:00;816;-2,4;1019
06.12.2019;05:00;805;-2,2;1019
06.12.2019;06:00;806;-2,1;1019
06.12.2019;07:00;801;-2,2;1018
06.12.2019;08:00;804;-2,1;1018
06.12.2019;09:00;801;-2,0;1018
06.12.2019;10:00;788;-1,4;1018
06.12.2019;11:00;785;-0,7;1018
06.12.2019;12:00;780;-0,4;1018
06.12.2019;13:00;772;0,1;1016
06.12.2019;14:00;770;0,6;1015
06.12.2019;15:00;780;0,9;1014
06.12.2019;16:00;782;1,4;1014
06.12.2019;17:00;778;1,9;1013
06.12.2019;18:00;766;3,2;1012
06.12.2019;19:00;759;3,6;1012
06.12.2019;20:00;772;3,0;1011
06.12.2019;21:00;773;3,4;1011
06.12.2019;22:00;764;3,9;1010
06.12.2019;23:00;753;4,3;1010
06.12.2019;24:00;749;4,4;1010
07.12.2019;01:00;745;5,2;1010
07.12.2019;02:00;743;6,4;1009
07.12.2019;03:00;737;6,5;1009
07.12.2019;04:00;737;7,0;1010
07.12.2019;05:00;735;7,6;1010
07.12.2019;06:00;736;7,6;1010
07.12.2019;07:00;736;7,4;1012
07.12.2019;08:00;741;7,4;1012
07.12.2019;09:00;738;7,8;1013
07.12.2019;10:00;735;7,8;1014
07.12.2019;11:00;734;8,4;1014
07.12.2019;12:00;733;9,1;1015
07.12.2019;13:00;732;9,1;1015
07.12.2019;14:00;730;9,4;1015
07.12.2019;15:00;733;8,7;1015
07.12.2019;16:00;736;8,7;1016
07.12.2019;17:00;739;8,6;1016
07.12.2019;18:00;745;8,4;1017
07.12.2019;19:00;748;8,2;1017
07.12.2019;20:00;741;8,4;1017
07.12.2019;21:00;740;8,3;1017
07.12.2019;22:00;741;8,1;1017
07.12.2019;23:00;740;8,0;1016
07.12.2019;24:00;740;8,0;1016
08.12.2019;01:00;739;8,2;1016
08.12.2019;02:00;738;8,3;1016
08.12.2019;03:00;740;8,1;1014
08.12.2019;04:00;735;8,6;1013
08.12.2019;05:00;734;8,4;1012
08.12.2019;06:00;736;8,6;1012
08.12.2019;07:00;735;9,0;1010
08.12.2019;08:00;737;9,0;1010
08.12.2019;09:00;738;9,0;1009
08.12.2019;10:00;732;9,0;1009
08.12.2019;11:00;729;10,0;1008
08.12.2019;12:00;731;9,6;1007
08.12.2019;13:00;732;9,5;1006
08.12.2019;14:00;729;9,8;1006
08.12.2019;15:00;731;9,8;1005
08.12.2019;16:00;732;10,0;1004
08.12.2019;17:00;732;10,4;1003
08.12.2019;18:00;728;10,0;1003
08.12.2019;19:00;722;8,8;1003
08.12.2019;20:00;722;8,1;1003
08.12.2019;21:00;725;8,0;1003
08.12.2019;22:00;722;7,8;1003
08.12.2019;23:00;721;7,9;1003
08.12.2019;24:00;726;8,0;1002
09.12.2019;01:00;722;7,4;1003
09.12.2019;02:00;720;8,0;1002
09.12.2019;03:00;723;7,7;1002
09.12.2019;04:00;723;7,7;1002
09.12.2019;05:00;720;7,2;1001
09.12.2019;06:00;729;6,8;1001
09.12.2019;07:00;721;7,4;1000
09.12.2019;08:00;727;7,0;1000
09.12.2019;09:00;728;7,2;1000
09.12.2019;10:00;722;7,4;1000
09.12.2019;11:00;722;7,2;1000
09.12.2019;12:00;725;7,2;1000
09.12.2019;13:00;718;7,4;1001
09.12.2019;14:00;719;8,0;1001
09.12.2019;15:00;718;7,8;1002
09.12.2019;16:00;725;7,2;1003
09.12.2019;17:00;730;6,4;1004
09.12.2019;18:00;737;6,0;1006
09.12.2019;19:00;745;5,4;1008
09.12.2019;20:00;749;4,8;1010
09.12.2019;21:00;750;5,5;1012
09.12.2019;22:00;734;5,9;1014
09.12.2019;23:00;737;4,5;1016
09.12.2019;24:00;744;4,0;1018
10.12.2019;01:00;738;4,4;1018
10.12.2019;02:00;739;4,0;1020
10.12.2019;03:00;743;4,0;1021
10.12.2019;04:00;747;2,9;1022
10.12.2019;05:00;748;2,3;1024
10.12.2019;06:00;761;1,5;1024
10.12.2019;07:00;773;1,2;1026
10.12.2019;08:00;789;0,2;1026
10.12.2019;09:00;798;-0,2;1027
10.12.2019;10:00;773;1,4;1028
10.12.2019;11:00;763;3,0;1028
10.12.2019;12:00;750;4,0;1028
10.12.2019;13:00;742;5,0;1028
10.12.2019;14:00;741;5,9;1027
10.12.2019;15:00;777;5,4;1026
10.12.2019;16:00;761;5,0;1025
10.12.2019;17:00;755;3,8;1025
10.12.2019;18:00;765;2,8;1024
10.12.2019;19:00;759;2,2;1024
10.12.2019;20:00;755;1,5;1024
10.12.2019;21:00;759;1,6;1023
10.12.2019;22:00;766;1,4;1022
10.12.2019;23:00;776;1,2;1021
10.12.2019;24:00;778;1,6;1021
11.12.2019;01:00;779;1,6;1020
11.12.2019;02:00;772;1,8;1019
11.12.2019;03:00;767;1,8;1018
11.12.2019;04:00;762;1,6;1017
11.12.2019;05:00;762;1,6;1016
11.12.2019;06:00;764;1,8;1016
11.12.2019;07:00;766;2,0;1014
11.12.2019;08:00;764;1,8;1014
11.12.2019;09:00;775;1,6;1014
11.12.2019;10:00;788;1,6;1013
11.12.2019;11:00;782;1,6;1012
11.12.2019;12:00;780;1,5;1012
11.12.2019;13:00;787;1,6;1010
11.12.2019;14:00;784;1,5;1010
11.12.2019;15:00;787;1,4;1009
11.12.2019;16:00;784;1,0;1008
11.12.2019;17:00;792;0,6;1008
11.12.2019;18:00;793;0,6;1008
11.12.2019;19:00;799;0,6;1007
11.12.2019;20:00;802;0,6;1007
11.12.2019;21:00;802;0,6;1007
11.12.2019;22:00;804;0,8;1007
11.12.2019;23:00;804;0,8;1007
11.12.2019;24:00;798;0,9;1007
12.12.2019;01:00;788;0,8;1006
12.12.2019;02:00;784;0,9;1006
12.12.2019;03:00;779;0,8;1006
12.12.2019;04:00;772;0,9;1006
12.12.2019;05:00;772;0,8;1005
12.12.2019;06:00;774;0,9;1005
12.12.2019;07:00;766;1,2;1004
12.12.2019;08:00;768;1,6;1005
12.12.2019;09:00;788;1,6;1005
12.12.2019;10:00;764;2,6;1005
12.12.2019;11:00;752;3,6;1004
12.12.2019;12:00;756;4,2;1004
12.12.2019;13:00;750;4,6;1003
12.12.2019;14:00;733;5,1;1002
12.12.2019;15:00;734;5,1;1002
12.12.2019;16:00;729;4,7;1001
12.12.2019;17:00;740;4,0;1000
12.12.2019;18:00;736;4,0;1000
12.12.2019;19:00;732;2,8;1000
12.12.2019;20:00;739;2,8;998
12.12.2019;21:00;739;2,7;997
12.12.2019;22:00;736;2,4;996
12.12.2019;23:00;729;1,6;994
12.12.2019;24:00;733;0,8;992
13.12.2019;01:00;730;0,9;990
13.12.2019;02:00;723;1,0;988
13.12.2019;03:00;725;1,0;987
13.12.2019;04:00;723;0,9;986
13.12.2019;05:00;721;0,5;984
13.12.2019;06:00;720;0,3;982
13.12.2019;07:00;713;0,4;980
13.12.2019;08:00;719;0,6;980
13.12.2019;09:00;720;0,8;978
13.12.2019;10:00;718;0,9;978
13.12.2019;11:00;719;1,0;978
13.12.2019;12:00;721;0,8;978
13.12.2019;13:00;718;0,6;978
13.12.2019;14:00;725;0,9;979
13.12.2019;15:00;732;1,5;979
13.12.2019;16:00;742;1,6;980
13.12.2019;17:00;763;1,4;980
13.12.2019;18:00;772;1,6;982
13.12.2019;19:00;751;2,9;984
13.12.2019;20:00;728;3,4;984
13.12.2019;21:00;734;3,0;986
13.12.2019;22:00;730;3,7;988
13.12.2019;23:00;723;4,4;988
13.12.2019;24:00;728;4,8;989
14.12.2019;01:00;718;5,0;989
14.12.2019;02:00;723;4,6;989
14.12.2019;03:00;721;4,7;988
14.12.2019;04:00;717;4,0;988
14.12.2019;05:00;717;3,8;987
14.12.2019;06:00;717;3,3;986
14.12.2019;07:00;716;3,4;984
14.12.2019;08:00;714;4,2;984
14.12.2019;09:00;715;6,4;986
14.12.2019;10:00;711;6,3;989
14.12.2019;11:00;717;6,1;992
14.12.2019;12:00;713;5,8;994
14.12.2019;13:00;709;6,0;994
14.12.2019;14:00;714;6,6;996
14.12.2019;15:00;718;6,8;997
14.12.2019;16:00;714;7,2;997
14.12.2019;17:00;716;6,4;997
14.12.2019;18:00;719;6,8;998
14.12.2019;19:00;716;6,8;998
14.12.2019;20:00;719;5,8;1000
14.12.2019;21:00;719;6,0;1001
14.12.2019;22:00;725;5,9;1002
14.12.2019;23:00;721;5,7;1002
14.12.2019;24:00;727;6,2;1003
15.12.2019;01:00;733;5,4;1003
15.12.2019;02:00;730;5,3;1002
15.12.2019;03:00;733;5,9;1001
15.12.2019;04:00;729;5,6;1000
15.12.2019;05:00;732;5,8;999
15.12.2019;06:00;730;6,8;998
15.12.2019;07:00;717;8,7;998
15.12.2019;08:00;714;10,0;998
15.12.2019;09:00;714;10,4;998
15.12.2019;10:00;714;9,3;1000
15.12.2019;11:00;719;8,3;1002
15.12.2019;12:00;722;8,7;1002
15.12.2019;13:00;718;8,2;1004
15.12.2019;14:00;719;8,4;1004
15.12.2019;15:00;720;8,5;1005
15.12.2019;16:00;724;7,8;1006
15.12.2019;17:00;735;7,0;1007
15.12.2019;18:00;740;6,8;1008
15.12.2019;19:00;746;6,2;1008
15.12.2019;20:00;748;4,7;1010
15.12.2019;21:00;742;4,8;1010
15.12.2019;22:00;759;3,0;1010
15.12.2019;23:00;799;2,4;1011
15.12.2019;24:00;779;3,7;1010
16.12.2019;01:00;750;5,9;1010
16.12.2019;02:00;751;6,2;1010
16.12.2019;03:00;751;6,2;1010
16.12.2019;04:00;752;6,5;1010
16.12.2019;05:00;746;6,5;1010
16.12.2019;06:00;743;6,7;1010
16.12.2019;07:00;745;6,8;1009
16.12.2019;08:00;749;6,8;1009
16.12.2019;09:00;750;7,1;1010
16.12.2019;10:00;758;7,2;1009
16.12.2019;11:00;762;7,8;1010
16.12.2019;12:00;766;8,4;1009
16.12.2019;13:00;770;8,7;1008
16.12.2019;14:00;774;8,9;1008
16.12.2019;15:00;767;9,4;1007
16.12.2019;16:00;775;9,0;1008
16.12.2019;17:00;787;8,2;1008
16.12.2019;18:00;798;7,4;1007
16.12.2019;19:00;822;6,5;1007
16.12.2019;20:00;857;5,0;1007
16.12.2019;21:00;864;5,0;1007
16.12.2019;22:00;845;5,0;1006
16.12.2019;23:00;778;7,8;1006
16.12.2019;24:00;761;9,0;1006
17.12.2019;01:00;748;10,0;1005
17.12.2019;02:00;750;9,6;1004
17.12.2019;03:00;749;9,6;1004
17.12.2019;04:00;748;9,6;1005
17.12.2019;05:00;758;8,8;1005
17.12.2019;06:00;760;8,4;1005
17.12.2019;07:00;760;8,4;1005
17.12.2019;08:00;764;8,4;1006
17.12.2019;09:00;773;8,6;1006
17.12.2019;10:00;771;9,1;1006
17.12.2019;11:00;777;9,6;1007
17.12.2019;12:00;777;11,0;1007
17.12.2019;13:00;783;11,8;1007
17.12.2019;14:00;792;11,6;1007
17.12.2019;15:00;801;10,7;1006
17.12.2019;16:00;803;10,6;1007
17.12.2019;17:00;796;10,9;1007
17.12.2019;18:00;780;11,6;1007
17.12.2019;19:00;793;11,0;1008
17.12.2019;20:00;792;10,8;1008
17.12.2019;21:00;788;10,8;1008
17.12.2019;22:00;806;10,2;1007
17.12.2019;23:00;777;11,8;1008
17.12.2019;24:00;747;13,0;1008
18.12.2019;01:00;732;12,4;1010
18.12.2019;02:00;727;11,6;1010
18.12.2019;03:00;729;11,3;1011
18.12.2019;04:00;739;11,2;1012
18.12.2019;05:00;731;10,5;1012
18.12.2019;06:00;743;8,4;1014
18.12.2019;07:00;752;8,5;1015
18.12.2019;08:00;767;7,6;1016
18.12.2019;09:00;781;7,0;1016
18.12.2019;10:00;775;7,0;1018
18.12.2019;11:00;765;7,6;1018
18.12.2019;12:00;760;9,0;1019
18.12.2019;13:00;735;10,2;1019
18.12.2019;14:00;731;10,4;1019
18.12.2019;15:00;732;10,0;1019
18.12.2019;16:00;737;9,3;1019
18.12.2019;17:00;764;6,2;1020
18.12.2019;18:00;793;4,7;1020
18.12.2019;19:00;826;4,0;1020
18.12.2019;20:00;844;3,6;1020
18.12.2019;21:00;866;3,0;1020
18.12.2019;22:00;839;2,6;1020
18.12.2019;23:00;848;1,8;1020
18.12.2019;24:00;875;1,6;1020
19.12.2019;01:00;895;1,2;1019
19.12.2019;02:00;891;0,8;1018
19.12.2019;03:00;905;1,0;1018
19.12.2019;04:00;869;1,2;1018
19.12.2019;05:00;866;0,7;1018
19.12.2019;06:00;876;0,2;1017
19.12.2019;07:00;881;-0,2;1017
19.12.2019;08:00;879;-0,2;1017
19.12.2019;09:00;889;-0,3;1017
19.12.2019;10:00;891;0,2;1017
19.12.2019;11:00;849;0,5;1016
19.12.2019;12:00;856;1,4;1016
19.12.2019;13:00;847;2,9;1014
19.12.2019;14:00;840;4,4;1013
19.12.2019;15:00;803;5,6;1012
19.12.2019;16:00;805;5,2;1012
19.12.2019;17:00;824;4,7;1012
19.12.2019;18:00;843;4,5;1011
19.12.2019;19:00;817;5,2;1010
19.12.2019;20:00;807;5,4;1010
19.12.2019;21:00;822;4,8;1009
19.12.2019;22:00;840;3,2;1008
19.12.2019;23:00;879;1,5;1008
19.12.2019;24:00;917;0,6;1007
20.12.2019;01:00;919;0,4;1006
20.12.2019;02:00;925;-0,6;1004
20.12.2019;03:00;929;-0,8;1004
20.12.2019;04:00;911;-1,2;1002
20.12.2019;05:00;882;-1,4;1000
20.12.2019;06:00;873;-1,4;998
20.12.2019;07:00;868;-1,2;998
20.12.2019;08:00;878;-1,0;997
20.12.2019;09:00;877;-0,4;996
20.12.2019;10:00;864;0,4;994
20.12.2019;11:00;851;1,4;995
20.12.2019;12:00;840;2,6;995
20.12.2019;13:00;809;4,4;994
20.12.2019;14:00;783;5,0;992
20.12.2019;15:00;776;5,6;991
20.12.2019;16:00;768;6,2;990
20.12.2019;17:00;760;7,0;990
20.12.2019;18:00;757;7,7;991
20.12.2019;19:00;758;7,9;991
20.12.2019;20:00;772;7,6;992
20.12.2019;21:00;782;7,3;992
20.12.2019;22:00;739;8,5;993
20.12.2019;23:00;737;8,1;994
20.12.2019;24:00;730;7,7;994
21.12.2019;01:00;724;7,4;994
21.12.2019;02:00;730;7,0;995
21.12.2019;03:00;731;6,8;995
21.12.2019;04:00;734;5,9;996
21.12.2019;05:00;749;4,6;996
21.12.2019;06:00;754;4,4;996
21.12.2019;07:00;742;4,7;995
21.12.2019;08:00;743;4,6;995
21.12.2019;09:00;750;4,6;996
21.12.2019;10:00;746;4,8;996
21.12.2019;11:00;752;5,6;996
21.12.2019;12:00;745;6,4;996
21.12.2019;13:00;738;7,0;995
21.12.2019;14:00;738;7,6;994
21.12.2019;15:00;747;7,2;994
21.12.2019;16:00;743;7,4;993
21.12.2019;17:00;748;6,9;993
21.12.2019;18:00;757;6,6;992
21.12.2019;19:00;749;6,6;992
21.12.2019;20:00;746;6,0;991
21.12.2019;21:00;747;5,8;991
21.12.2019;22:00;744;5,6;990
21.12.2019;23:00;744;4,5;989
21.12.2019;24:00;758;3,2;988
22.12.2019;01:00;734;4,5;987
22.12.2019;02:00;737;5,0;987
22.12.2019;03:00;735;4,9;987
22.12.2019;04:00;741;4,4;986
22.12.2019;05:00;729;4,6;986
22.12.2019;06:00;733;4,6;986
22.12.2019;07:00;730;4,6;986
22.12.2019;08:00;737;4,8;987
22.12.2019;09:00;734;5,2;987
22.12.2019;10:00;735;5,4;987
22.12.2019;11:00;733;6,2;987
22.12.2019;12:00;727;6,9;987
22.12.2019;13:00;733;6,8;987
22.12.2019;14:00;733;7,2;987
22.12.2019;15:00;733;8,0;987
22.12.2019;16:00;722;8,6;988
22.12.2019;17:00;725;8,4;988
22.12.2019;18:00;726;8,2;989
22.12.2019;19:00;717;7,6;990
22.12.2019;20:00;720;6,6;992
22.12.2019;21:00;723;6,6;992
22.12.2019;22:00;718;6,6;994
22.12.2019;23:00;721;6,8;994
22.12.2019;24:00;721;6,5;996
23.12.2019;01:00;720;6,8;997
23.12.2019;02:00;724;6,8;998
23.12.2019;03:00;726;6,7;999
23.12.2019;04:00;723;6,5;1000
23.12.2019;05:00;726;6,4;1000
23.12.2019;06:00;729;6,2;1002
23.12.2019;07:00;731;5,6;1002
23.12.2019;08:00;737;5,4;1004
23.12.2019;09:00;730;6,6;1004
23.12.2019;10:00;731;6,8;1006
23.12.2019;11:00;727;7,1;1006
23.12.2019;12:00;727;7,6;1008
23.12.2019;13:00;725;7,8;1008
23.12.2019;14:00;724;8,4;1008
23.12.2019;15:00;726;8,2;1010
23.12.2019;16:00;730;7,6;1010
23.12.2019;17:00;736;7,0;1011
23.12.2019;18:00;737;7,2;1012
23.12.2019;19:00;739;6,9;1013
23.12.2019;20:00;740;6,9;1014
23.12.2019;21:00;747;6,3;1014
23.12.2019;22:00;744;5,9;1015
23.12.2019;23:00;754;5,0;1016
23.12.2019;24:00;744;6,2;1016
24.12.2019;01:00;736;6,6;1016
24.12.2019;02:00;738;6,2;1017
24.12.2019;03:00;744;5,8;1018
24.12.2019;04:00;738;6,1;1017
24.12.2019;05:00;738;6,2;1017
24.12.2019;06:00;754;4,9;1016
24.12.2019;07:00;753;4,7;1016
24.12.2019;08:00;750;4,5;1015
24.12.2019;09:00;747;5,0;1014
24.12.2019;10:00;754;5,4;1014
24.12.2019;11:00;752;5,2;1012
24.12.2019;12:00;743;5,2;1011
24.12.2019;13:00;743;5,4;1010
24.12.2019;14:00;735;6,1;1009
24.12.2019;15:00;737;7,2;1009
24.12.2019;16:00;728;8,6;1010
24.12.2019;17:00;731;8,2;1010
24.12.2019;18:00;731;8,0;1010
24.12.2019;19:00;731;8,2;1010
24.12.2019;20:00;730;7,6;1011
24.12.2019;21:00;728;7,5;1011
24.12.2019;22:00;730;7,2;1011
24.12.2019;23:00;733;7,4;1012
24.12.2019;24:00;729;7,2;1012
25.12.2019;01:00;733;7,4;1012
25.12.2019;02:00;728;7,6;1013
25.12.2019;03:00;731;7,8;1013
25.12.2019;04:00;732;7,4;1013
25.12.2019;05:00;732;7,3;1013
25.12.2019;06:00;737;7,0;1014
25.12.2019;07:00;737;7,2;1014
25.12.2019;08:00;735;7,0;1014
25.12.2019;09:00;736;6,8;1015
25.12.2019;10:00;736;6,8;1016
25.12.2019;11:00;734;7,3;1016
25.12.2019;12:00;737;7,3;1018
25.12.2019;13:00;737;7,4;1018
25.12.2019;14:00;733;8,0;1020
25.12.2019;15:00;732;7,6;1020
25.12.2019;16:00;735;6,8;1022
25.12.2019;17:00;742;6,5;1023
25.12.2019;18:00;749;5,7;1024
25.12.2019;19:00;753;4,6;1024
25.12.2019;20:00;756;4,0;1025
25.12.2019;21:00;765;3,7;1025
25.12.2019;22:00;770;3,2;1026
25.12.2019;23:00;799;1,7;1026
25.12.2019;24:00;811;0,5;1026
26.12.2019;01:00;823;0,3;1026
26.12.2019;02:00;820;0,0;1026
26.12.2019;03:00;814;-0,8;1026
26.12.2019;04:00;824;-0,9;1026
26.12.2019;05:00;833;-1,0;1026
26.12.2019;06:00;849;-0,4;1026
26.12.2019;07:00;840;-0,1;1026
26.12.2019;08:00;850;0,3;1026
26.12.2019;09:00;874;0,8;1026
26.12.2019;10:00;865;1,2;1027
26.12.2019;11:00;832;2,4;1026
26.12.2019;12:00;781;3,7;1026
26.12.2019;13:00;793;4,4;1026
26.12.2019;14:00;780;5,0;1025
26.12.2019;15:00;761;4,9;1024
26.12.2019;16:00;761;4,2;1024
26.12.2019;17:00;782;3,7;1024
26.12.2019;18:00;804;3,2;1024
26.12.2019;19:00;815;2,8;1024
26.12.2019;20:00;834;2,8;1024
26.12.2019;21:00;843;3,0;1024
26.12.2019;22:00;802;3,2;1024
26.12.2019;23:00;805;3,7;1023
26.12.2019;24:00;797;3,6;1023
27.12.2019;01:00;786;3,8;1023
27.12.2019;02:00;789;3,6;1022
27.12.2019;03:00;791;3,7;1022
27.12.2019;04:00;784;3,6;1022
27.12.2019;05:00;786;3,5;1022
27.12.2019;06:00;785;3,5;1022
27.12.2019;07:00;782;3,6;1023
27.12.2019;08:00;778;3,7;1024
27.12.2019;09:00;775;3,6;1024
27.12.2019;10:00;778;4,3;1025
27.12.2019;11:00;771;4,6;1026
27.12.2019;12:00;763;5,0;1028
27.12.2019;13:00;750;5,2;1029
27.12.2019;14:00;750;5,2;1029
27.12.2019;15:00;747;6,0;1030
27.12.2019;16:00;751;5,4;1030
27.12.2019;17:00;772;3,0;1032
27.12.2019;18:00;796;0,7;1033
27.12.2019;19:00;803;-0,7;1034
27.12.2019;20:00;827;-1,6;1034
27.12.2019;21:00;855;-1,7;1036
27.12.2019;22:00;868;-2,4;1036
27.12.2019;23:00;854;-3,0;1037
27.12.2019;24:00;859;-3,2;1038
28.12.2019;01:00;879;-3,8;1038
28.12.2019;02:00;896;-3,9;1038
28.12.2019;03:00;892;-3,9;1038
28.12.2019;04:00;892;-3,7;1039
28.12.2019;05:00;894;-3,3;1040
28.12.2019;06:00;910;-3,0;1040
28.12.2019;07:00;907;-3,5;1040
28.12.2019;08:00;917;-4,2;1040
28.12.2019;09:00;928;-4,6;1041
28.12.2019;10:00;931;-3,3;1041
28.12.2019;11:00;890;-2,1;1042
28.12.2019;12:00;871;-1,1;1042
28.12.2019;13:00;854;0,5;1042
28.12.2019;14:00;827;1,6;1042
28.12.2019;15:00;783;1,5;1041
28.12.2019;16:00;768;1,6;1041
28.12.2019;17:00;788;-0,2;1041
28.12.2019;18:00;806;-1,8;1042
28.12.2019;19:00;829;-2,2;1042
28.12.2019;20:00;840;-2,6;1042
28.12.2019;21:00;842;-2,8;1042
28.12.2019;22:00;863;-2,8;1042
28.12.2019;23:00;873;-3,1;1042
28.12.2019;24:00;883;-3,2;1042
29.12.2019;01:00;870;-4,0;1041
29.12.2019;02:00;866;-4,5;1040
29.12.2019;03:00;869;-5,0;1040
29.12.2019;04:00;874;-5,4;1041
29.12.2019;05:00;881;-5,8;1041
29.12.2019;06:00;887;-6,2;1040
29.12.2019;07:00;891;-6,4;1040
29.12.2019;08:00;890;-6,9;1041
29.12.2019;09:00;899;-7,0;1040
29.12.2019;10:00;914;-5,0;1041
29.12.2019;11:00;896;-2,9;1041
29.12.2019;12:00;816;-0,8;1040
29.12.2019;13:00;771;0,6;1040
29.12.2019;14:00;771;1,4;1039
29.12.2019;15:00;774;1,8;1039
29.12.2019;16:00;769;1,6;1038
29.12.2019;17:00;775;0,9;1038
29.12.2019;18:00;799;-0,0;1038
29.12.2019;19:00;814;-0,8;1039
29.12.2019;20:00;824;-1,0;1038
29.12.2019;21:00;813;-0,8;1038
29.12.2019;22:00;796;-0,7;1038
29.12.2019;23:00;812;-1,4;1038
29.12.2019;24:00;806;-1,2;1038
30.12.2019;01:00;806;-0,9;1038
